ref,from,to,opening-hours,via,intermediates,exceptions,duration,frequency,intermediate-durations
442,Okponglo,Bawaleshie,Mo-Sa 05:00-10:00,,Okponglo;Bawaleshie Traffic Light;Bawaleshie First;Bawaleshie Second;Beduwa;Bawaleshie Acheampong,,8.0,10,0.0;1.0;2.0;3.0;4.0;5.0
443,Christian Centre,Okponglo,Mo-Sa 05:00-10:00,,Christian Centre;A&C Mall;American House;Bridge;Bawaleshie Acheampong;Beduwa;Bawaleshie First;Bawaleshi Second;Bawaleshie Traffic Light;Okponglo,,28.0,5.0,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0
443,Okponglo,Christian Centre,Mo-Sa 05:00-10:00,,Okponglo;Bawaleshie Traffic Light;Bawaleshie First;Bawaleshie Second;Beduwa;Bawaleshie Acheampong;MTN;Bridge;American House;Christian Centre,,28.0,5.0,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0
303,Mallam,Korle Bu,Mo-Sa 05:00-10:00,,Mallam Station;Abase Mallam;Masalaachi Mallam;Mallam Junction;Mallam Market;Chabaar;Sakaman;Tipper;Busia Junction;Cold Store;Odorkor;Waterworks junction;Glory Land;Darkuman Junction;Dansoman Junction;Atico;Goil;Mataheko Quarters;Accra Academy;First Light;Kaneshie;Kaneshie First Bridge;Kaneshie Second Bridge;Pamprom;Abossey Okai;Total;Ayigbe Town;Estate;Zoti;Mortuary;Junction;Korle-Bu Barber;Korle Bu;Total;New Station;Korle Bu,,50.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;33.0;34.0;35.0
303,Korle Bu,Mallam,Mo-Sa 05:00-10:00,,Korle Bu;Awotsɛ Kojo;Plaza;Mamprobi Station;Sempe First;Sempe Second;Salvation Army;Korle Bu Junction;Radio Gold;Black Smith;Pipeier Naa;Kasoa Station;Zongo Junction;Mataheko;Flamingo;Kateco;First Light;Accra Academy;Mataheko Quarters;Goil;Atico;Dansoman Junction;Darkuman junction;Glory Land junction;Waterworks junction;Odorkor;Odorkor (Main Bus stop);Busia Junction;Tipper;Sakaman;Chabaar;Mallam Market;Mallam Junction;Masalaachi Mallam;Abase Mallam;Mallam Station;Mallam,,46.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;33.0;34.0;35.0;36.0
318,Kwashieman,Madina,Mo-Sa 05:00-10:00,,Kwashieman;Hong Kong;Nyamekye;Abrantie;Abeka Lapaz;Bambolino;Lapaz Market;Fly top;Suzzy's Inn;Akweteyman;Achimota Overhead;Abofu;CP;GSL;Dzorwulu Junction;Airport Junction;Accra Mall Roundabout;Shiashie;Legon Second Gate;Okponglo;Legon First;Legon Second;UPS;Presec;Atomic First;Atomic Second;Fire Stone;Madina Zongo Junction;Madina,,54.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0
318,Madina,Kwashieman,Mo-Sa 05:00-10:00,,Abase;Madina;Madina Zongo Junction;Masalaachi;Fire Stone;Atomic First;Atomic Second;Presec;UPS;Power House;Legon First;Legon Second;Okponglo;Legon Second Gate;Shiashie;Airport Junction;Tullow;Dzorwulu Junction;GSL;CP;Abofu;Achimota Overhead;Akweteyman;Fly Top;Lapaz Market;Bambolino;Nii Boi Town Junction;Abeka Lapaz;Las Palmas;Abrantie;Nyamekye Junction;Kata;Hong Kong;Kwashieman Junction,,42.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;33.0
325,Santa Maria,Kwashieman Junction,Mo-Sa 05:00-10:00,,Santa Maria;Drug store;Video Junction;Family Friend;Santa Maria Blue Kiosk;Jah Love;Christ Mission;Kwashieman Junction,,10.0,5.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0
325,Kwashieman Junction,Santa Maria,Mo-Sa 05:00-10:00,,Kwashieman Junction;Christ Mission;Jah Love;Santa Maria Blue Kiosk;Family Friend;Video Junction;Drug Store;Santa Maria,,10.0,5.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0
328,Rawlings Park,Kwashieman Junction,Mo-Sa 05:00-10:00,,Accra Rawlings Park;Palledium;Akoto Lante;Agbado;UTC;Accra Royal;Mortuary;Ayigbe Town;Happy Days;Abossey Okai Zongo Junction;Laskia;Mataheko;Central University;First Light;Accra Academy;Mataheko Quarters;Goil;Atico;Dansoman Junction;Darkuman junction;Glory Land junction;Kwashieman School Junction;Kwashieman Junction,,52.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0
328,Kwashieman Junction,Rawlings Park,Mo-Sa 05:00-10:00,,Kwashieman Junction;Kwashieman School Junction;Odorkor Official Town Junction;Darkuman junction;Circle Station;Afropa;Sun Flower Junction;Demod;Assemblies of God;Amankwah;CMB Flats;North Kaneshie;Adodo;Meridian Chemist;Immesco Rice;Mesco;Melcom;Ashfoam Junction;Ashfoam;Ghana commercial bank;Fan Milk Junction;Fan milk;Neoplan;Circle Last Stop;Commercial Bank;PTC;Dance Bar;Adabraka;Adabraka Market;Teachers Hall;Tigo Office;Accra Technical University;Kinbu;Makola Market;Accra Rawlings Park,,53.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0;60.0;62.0;64.0;66.0;68.0
357,Kotobabi Down/Polo park,Mallam Attah,Mo-Sa 05:00-10:00,,Kotobabi Down (Polo Park);Ojawe;Kotobabi Night Market;Prempeh;Tobinco Junction;CJ School;Taxi Rank;Nkansah Gyan;Five five;Master Chef;Agbadinar;Accra New Town (37 Station);Newtown Total;Ghana Commercial Bank;Lapaz Station;College;New Town;Nima Junction;Mallam Atta,,25.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0
357,Mallam Attah,Kotobabi Down/Polo park,Mo-Sa 05:00-10:00,,Mallam Atta;Asantewaa;School Junction;Pro credit;Caprice Juntion;Olympic junction;Roman Junction;School Junction;Dworwulu junction;Mallam Attah Market;37;Bakery;Newtown;Five five;Jehova junction;School Junction;Prempeh;Kotobabi Market junction;Social;Kotobabi Down (Polo Park),,38.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0
363,Kaneshie,Mataheko,Mo-Sa 05:00-10:00,,Kaneshie;JT;Peace Clinic;Mataheko Police Quarters;Mataheko Pharmacy;Station;Mars;Filling Station;Okwahu Motors;Slow Down;New Russia Last Stop;Mataheko,,30.0,10.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0
363,Mataheko,Kaneshie,Mo-Sa 05:00-10:00,,Mataheko;New Russia;Okwahu Motors;Mars Junction;Mars;Liberty;Mataheko Pharmacy;Mataheko Police Quarters;Peace Clinic;JT;Flamingo;Kateco;Central University;Kant;Ashley's;Dansoman Trotro Station;Kaneshie,,25.0,10.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0
367,Accra CMB,New Fadama,Mo-Sa 05:00-10:00,,Accra CMB;Kingsway;Starlite;Champion;Adabraka Market;Mr. Biggs;P.T.C;Circle Neoplan Station;Awudome Cemetery;Times;Transport;Kaneshie Roundabout;Roundabout;Mothers Inn;Kaneshie Polyclinic;Mantse 1st gate;Mantse 2nd gate;Dance Bar;Picadilly;St. Theresa's;Pentecost;Obaatanpa;Green Hand;CPP;Masalakyi;Swanlake;Old Stop;Meridian Chemist;Adodo;CMB Flats;Amankwah;Demod;Point 4;Point 4 (last stop);Market;Musulley;School;New Fadama,,38,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;33.0;34.0;35.0;36.0;37.0
367,New Fadama,Accra CMB,Mo-Sa 05:00-10:00,,New Fadama (Market);North Last Stop;Point 4;Ziggy;Demod;Assemblies of God;Amankwah;CMB Flats;North Kaneshie;Adodo;Meridian Chemist;Old Stop;Swanlake;Masalakyi;CPP;Green Hand;Obaatanpa;Pentecost;St. Theresa's;Picadilly;Dance Bar;Ga Mantse;Kaneshie Polyclinic;Mother's Inn;Roundabout;Awudome;State Transport;STC;Rana Motors;Cold store;Graphic;First Gate;Maingate;Accra CMB,,34,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;33.0
368,Abelemkpe,Accra New Tema Station,Mo-Sa 05:00-10:00,,Abelenkpe;Abelenkpe Curve;Abelenkpe Fire Station;Railway;Dzorwulu Junction;Ebony;Roman Ridge 1st;Roman Ridge 2nd;Club 1000;Abavana;Kotobabi Police Station;Taxi Rank;Nkansah Gyan;Five five;Master Chef;Agbadinar;Accra New Town (37 Station);Newtown Total;Ghana Commercial Bank;Lapaz Station;College;New Town;Nima Junction;Commandos;Nima Roundabout;Nima School Junction;Kanda Overhead;Sunny FM;Accra High School;Second Gate;Ridge;Mental;Museum;Tigo Office;Accra Technical University;Novotel;Kinbu;Accra New Tema Station,,62.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0;60.0;62.0;64.0;66.0;68.0;70.0;72.0;74.0
368,Accra New Tema Station,Abelemkpe,Mo-Sa 05:00-10:00,,Accra New Tema Station;Tigo Office;Cathedral;Multi Choice;Kanda;Nima Police Station;Commandos;College;Commercial Bank;Curve;37 Station;Agbadinar;Master Chef;Five Five;Masalachi;Nkansah Gyan;Taxi Rank;Kotobabi Police Station;Vulcanizer;Abavana;Club 1000;Top Class;Pig Farm;Pig Farm Junction;Roman Ridge;Ebony;Dzorwulu Junction;Abelenkpe Curve;Abelenkpe,,51.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0
376,Pigfarm,Accra New Tema Station,Mo-Sa 05:00-10:00,,Pig Farm Station;Kotobabi Down;Top Class;Club 1000;Abavana;Kotobabi Police Station;Taxi Rank;Nkansah Gyan;Five five;Master Chef;Agbadinar;Accra New Town (37 Station);Newtown Total;Commercial Bank;College;Nima Roundabout;Nima School Junction;Kanda Overhead;Sunny FM;Accra High School;Second Gate;Ridge;Mental;Museum;Tigo Office;Accra Technical University;Novotel;Kinbu;Accra New Tema Station,,32.0,10.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0
376,Accra New Tema Station,Pigfarm,Mo-Sa 05:00-10:00,,Accra New Tema Station;Tigo Office;Museum;Cathedral;Over head First Stop;Overhead Second Stop;Sadisco;Top Radio;Challenge;Mallata;Obour Ba;Bolga;Commandos;College;Commercial Bank;Curve;37 Station;Agbadinar;Master Chef;Five Five;Masalachi;Nkansah Gyan;Taxi Rank;Kotobabi Police Station;Vulcanizer;Abavana;Club 1000;Top Class;Pig Farm,,35.0,10.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0
377,Ashongman,Abeka Lapaz,Mo-Sa 05:00-10:00,,Ashongman;Bridge (Ashongman last stop);Islamic;Agbogba;God's way;Pawpaw;ECOMOG;Afari Gyan;Sam J;Manmay;Block Factory;Haatso;Barclays;Barrier;Post Box;Pharmarcy;Flower pot;Clinic/ police container;Brainy School Junction;Communication;Sign board;Westlands junction;Kwashieman Junction;Blue Kiosk;Bridge;1st curve;2nd curve;Gimpa Junction;Airways Junction;Pure Fire;Kisseman Junction;Christian Village Jucntion;Polo;Golf Park;Achimota Hospital Curve;Achimota Hospital;PWD;Achimota Club House;Achimota Forest;Forestry;CP;Abofu;Achimota Overhead;Akweteyman;Fly Top;Lapaz Market;Bambolino;Nii Boi Town Junction;Abeka Lapaz,,61.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;33.0;34.0;35.0;36.0;37.0;38.0;39.0;40.0;41.0;42.0;43.0;44.0;45.0;46.0;47.0;48.0
377,Abeka Lapaz,Ashongman,Mo-Sa 05:00-10:00,,Abeka Lapaz;Bambolino;Lapaz Market;Fly top;Suzzy's Inn;Akweteyman;Achimota Overhead;Abofu;CP;Achimota Police Station;Achimota Club House;PWD;Achimota Hospital;Golf Park;Polo;Christian Village;Kisseman Junction;Pure Fire;Airways Junction;1st Curve;2nd Curve;Bridge;Blue Kiosk;Westlands junction;Sign board;Communication;Brainy School Junction;Clinic;Police Container;Allied fuel station;Pharmacy;Barrier;Barclays;Haatso;Total;Pentecost;Bridge;Sam J;Afari Gyan;ECOMOG;Pawpaw;God's way;Cold Store;School Junction;Fitting Shop;Agbogba;Cemetry;Assemblies;Market;Abidjan Junction;Down Town;Ashongman,,52,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;33.0;34.0;35.0;36.0;37.0;38.0;39.0;40.0;41.0;42.0;43.0;44.0;45.0;46.0;47.0;48.0;49.0;50.0;51.0
383,Ashaiman Main Station,Accra New Tema Station,Mo-Sa 05:00-10:00,,Ashaiman;Ashaiman Market;Ashaiman Traffic Junction;Washing Bay;Ashaiman Overhead;Under Bridge;Biscuit Factory;Abattoir;KICC;Police Station;Manet;Toll booth;Flower Pot;Action Chapel;Tetteh Quarshie / Roundabout;Spanner;Shangrila;Airport First;Airport Second;Opeibea First;Opeibea Second;37;37 Hospital;37 Water Works;Flagstaff House;Sankara;Immigration;ADB House;Ridge;Children's Park First;Children's Park Second;National Theatre;Ministries;Precious Minerals;Accra New Tema Station,,66.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0;60.0;62.0;64.0;66.0;68.0
383,Accra New Tema Station,Ashaiman Main Station,Mo-Sa 05:00-10:00,,Accra New Tema Station;National Theatre;Children's Park First;Children's Park Second;Ridge;ADB House;Sankara;Flagstaff House;37 Water Works;37 Hospital;License Office;Opeibea First;Opeibea Second;Airport First;Airport Second;Shangrila;Accra Mall;Action Chapel;Manet;Coca-Cola / Police Station;KICC;Trasacco;18 Junction;Abattoir;Biscuit Factory;Under Bridge;Ashaiman Overhead;Hospital Roundabout Junction;Washing Bay;Ashaiman Traffic Junction;Ashaiman Police Station;Ashaiman Last Stop;Ashaiman,,55.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0;60.0;62.0;64.0
544,Korle Bu,Zongo Junction,Mo-Sa 05:00-10:00,,Korle Bu;New Station;Total;Korle-Bu Barber;Accra Royal;Mortuary;Kaneshie Zongo;Lamptey Mills Junction;Great Lamptey;Zongo Junction,,26.0,10,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0
544,Zongo Junction,Korle Bu,Mo-Sa 05:00-10:00,,Zongo Junction;Pipeier Naa;Black Smith;Radio Gold;Korle Bu Junction;Salvation Army;Sempe First;Sempe Second;Mamprobi Station;Mamprobi Post Office;Plaza;Electricity;Awotsɛ Kojo;Korle Bu,,21.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0
406,Mallam,Nima Overhead,Mo-Sa 05:00-10:00,,Mallam Station;Abase Mallam;Masalaachi Mallam;Mallam Junction;Water Works;Vineyard;Awoshie;Been To;Kwashieman;Hong Kong;Nyamekye;Abrantie;Abeka Lapaz;Abeka Lapaz (Nii Boi);Bambolino;Lapaz Market;Fly top;Suzzy's Inn;Akweteyman;Achimota Overhead;Abofu;CP;Abelemkpe Junction;Railway;Dzorwulu Junction;Ebony;Roman Ridge 1st;Roman Ridge 2nd;Pig Farm Junction;Accra Girls;Konka;Konka Curve;Nima Overhead;Mamobi Market;Maamobi;Mawarko;Gutter;Alaska (Nima Maamobi);Borla;Traffic;Nima Station,,57.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;33.0;34.0;35.0;36.0;37.0;38.0;39.0;40.0
406,Nima Overhead,Mallam,Mo-Sa 05:00-10:00,,Nima Station;Alaska;Gutter;Mawarko;Maamobi;Mamobi Market;Nima Overhead;Konka;Accra Girls;Pig Farm Junction;Roman Ridge;Ebony;Dzorwulu Junction;Abelenkpe Junction;Abofu;Achimota Overhead;Akweteyman;MTN;Fly Top;Lapaz Market;Bambolino;Nii Boi Town Junction;Las Palmas;Abrantie;Nyamekye Junction;Kata;Hong Kong;Kwashieman Junction;Been To;Vineyard;Awoshie Vineyard;Water Works;Total;Mallam Junction;Masalaachi Mallam;Bola Junction;Abase Mallam;Mallam;Mallam Station,,84.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0;60.0;62.0;64.0;66.0;68.0;70.0;72.0;74.0;76.0
444,Opetekwei,Agbogbloshie,Mo-Sa 05:00-10:00,,Opetekwei;Ebenezer;Point 6;Atomic;Last stop;Agege Last Stop;Karikari;Zone 6;Agege;205;Lotto House;USA;Bamboi;Methodist;Methodist;Mamprobi Methodist;Abodwe;Rainbow;Mamprobi Shell;Mamprobi Post Office;Plaza;Electricity;Awotsɛ Kojo;New Station;Total;Korle Bu;Korle-Bu Barber;Boxing Arena;UTC;Agbado;Palledium;Timber Market;Arena;Galloway;Agbobloshie Market;Agbogbloshie,,77.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0;60.0;62.0;64.0;66.0;68.0;70.0
444,Agbogbloshie,Opetekwei,Mo-Sa 05:00-10:00,,Agbogbloshie;Total;Ayigbe Town;Kaneshie Zongo;Radio Gold;Korle Bu Junction;Salvation Army;Sempe First;Sempe Second;Liju;Abodwe;Mamprobi Methodist;Methodist;Bamboi;USA;Lotto House;205;Agege;Zone 6;Karikari;Agege Last Stop;Atomic;Curve;Point 6;Ebenezer;Academy;Opetekwei,,68.0,10,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0;36.0;39.0;42.0;45.0;48.0;51.0;54.0;57.0;60.0;63.0;66.0;69.0;72.0;75.0;78.0
434,Anyah,Odorkor,Mo-Sa 05:00-10:00,,Anyah;Awoshie Junction;Anyaa School Junction;Anyaa Market (Awoshie);Nii Bortey;Calvary;Awoshie Last stop;Awoshie Onyinase;Abrantie;Awoshie;Awoshie Amangoase;Mallam;Awoshie Vineyard;Awoshie Vineyard;Water Works;Mallam Market;Chabaar;Sakaman;Tipper;Busia Junction;Odorkor;Odorkor,,34.0,8.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0
434,Odorkor,Anyah,Mo-Sa 05:00-10:00,,Odorkor;Awoshie Vineyard;Awoshie Amangoase;Awoshie;Abrantie;Odogorno;Awoshie Onyinase;Awoshie Last stop;Calvary;Nii Bortey;Anyaa Market (Awoshie);Anyaa School Junction;Anyaa;Academy;Anyah Last Stop,,36.0,8.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0
386,Adenta,New Town,Mo-Sa 05:00-10:00,,Goil Filling Station;SDA;Assemblies;Ritz First;Ritz Second;Madina Masalachi;Madina Station;Madina Firestone Junction;Atomic Second;Presec;UPS;Power House;Legon First;Legon Second;Okponglo;Legon Second Gate;Shiashie;Spanner;Shangrila;Container First;Jack and Jill;SGS;Frensho;Power House;First Total;Pig Farm;Kotobabi Down;Top Class;Club 1000;Abavana;Kotobabi Police Station;Taxi Rank;Nkansah Gyan;Five five;Master Chef;Agbadinar;Accra New Town (37 Station),,78.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0;60.0;62.0;64.0;66.0;68.0;70.0;72.0
386,New Town,Adenta,Mo-Sa 05:00-10:00,,Accra New Town (37 Station);Agbadinar;Master Chef;Five Five;Masalachi;Nkansah Gyan;Taxi Rank;Kotobabi Police Station;Vulcanizer;Abavana;Club 1000;Top Class;Pig Farm;Accra Girls;Power House;Frensho;SGS;Jack and Jill;Sign Board;Airport Second;Shangrila;Spanner;Shiashie;Legon Second Gate;Okponglo;Legon First;Legon Second;UPS;Presec;Atomic First;Atomic Second;Fire Stone;Madina Zongo Junction;Madina Masalachi;Ritz Junction,,68.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0;60.0;62.0;64.0;66.0;68.0
388,Kasoa,Accra New Town,Mo-Sa 05:00-10:00,,Kasoa;Amanfrom;Washing Bay;Galelia Market;Galelia;Brigade;Tuba;Broadcasting;Mile Eleven;Ayigbe Town;Bortianor;Shoprite;SCC;Weija Barrier;Modex;Tetegu;McCarthy;Mallam Junction;Mallam Market;Chabaar;Sakaman;Tipper;Busia Junction;Cold Store;Odorkor;Waterworks junction;Glory Land;Darkuman Junction;Dansoman Junction;Atico;Goil;Mataheko Quarters;Accra Academy;First Light;Cocoa Clinic;Big Boss;Roundabout;Awudome;TV Africa;Fan milk;Neoplan;Circle Last Stop;Mami Dokuno;Equip;Paloma;Multi Choice;Kanda;Nima Police Station;Nima Roundabout;Masalaachi Nima;Nima Junction;New Town,,70.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;33.0;34.0;35.0;36.0;37.0;38.0;39.0;40.0;41.0;42.0;43.0;44.0;45.0;46.0;47.0;48.0;49.0;50.0;51.0
388,Accra New Town,Kasoa,Mo-Sa 05:00-10:00,,New town;Commandos;Nima Roundabout;Nima School Junction;Nima Police Station;Nima Junction;Paloma;Equip;Circle Overhead;Circle Neoplan Station;Awudome Cemetery;Times;State Transport;Roundabout;Pamprom;Kaneshie Market;Kaneshie Foot Bridge;Mallam Station;First Light;Accra Academy;Mataheko Quarters;Goil;Atico;Dansoman Junction;Darkuman junction;Glory Land junction;Waterworks junction;Odorkor;Odorkor (Main Bus stop);Busia Junction;Tipper;Sakaman;Chabaar;Mallam Market;Mallam Junction;McCarthy Junction;Benjy's;Jayeemens;Mendskrom;Weija Junction;Tetegu;Modex;Choice Second;Weija Barrier;Block Factory;SCC;Shoprite;Bortianor;Ayigbe Town;Mile Eleven;Broadcasting;Tuba;Chinese;Kalabule;Brigade;Galelia;Galelia Market;Washing Bay;Iron City;Amanfrom;Pink FM;Second;Kasoa,,84.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0;25.0;26.0;27.0;28.0;29.0;30.0;31.0;32.0;33.0;34.0;35.0;36.0;37.0;38.0;39.0;40.0;41.0;42.0;43.0;44.0;45.0;46.0;47.0;48.0;49.0;50.0;51.0;52.0;53.0;54.0;55.0;56.0;57.0;58.0;59.0;60.0;61.0;62.0
393,Accra,Nima,Mo-Sa 05:00-10:00,,Accra New Tema Station;National Theatre;Children's Park First;Children's Park Second;Ridge Hospital;Accra High School;Sunny FM;Kanda Roundabout Junction;Frankies Hotel Junction;School Junction Nima;Nima Mamobi;Nima,,20.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0
393,Nima,Accra,Mo-Sa 05:00-10:00,,Nima;Nima Market;Nima Roundabout;Nima School Junction;Kanda Overhead;Sunny FM;Accra High School;Second Gate;Ridge;Accra High;Accra Technical University;Novotel;Kinbu;Accra New Tema Station,,20.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0
394,Ashaiman,Nima,Mo-Sa 05:00-10:00,,Ashaiman;Ashaiman Overhead;Under Bridge;Biscuit Factory;Abattoir;18 Junction;KICC;Police Station;Trasacco;Manet;Toll booth;Flower Pot;Action Chapel;Tetteh Quarshie / Roundabout;Spanner;Shangrila;Container First;National Service;Jack and Jill;SGS;Frensho;Power House;Accra Girls;Kaukudi;Kanda Masalaachi;Nima Junction;Overhead;Frankies Hotel Junction;School Junction Nima;Nima Mamobi,,59.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0
